Provider,Service,Sector,Quantity,Price,Date
Microsoft,Data Science,NGO,,74.5,2008-07-04
Microsoft,Compute,Public,10,60,2003-06-10
Facebook,Containers,Private,10,,2007-08-10
Cisco,Storage,,,65.25,2011-08-06
IBM,Data Science,Public,42,69.75,2016-10-04
Microsoft,Compute,Public,30,78.5,2001-05-24
Google,Database,Private,,51.5,2002-06-09
IBM,Storage,Private,28,59,2007-05-20
Oracle,Containers,Public,39,78.75,2010-05-13
Microsoft,Compute,Private,,61.25,2016-08-18
Facebook,Processor,Private,,57.75,2001-05-11
Oracle,Database,Public,,58.25,2011-06-18
Microsoft,Containers,,,,2001-04-07
Microsoft,Compute,Private,,65.25,2000-05-14
Microsoft,Data Science,Public,39,,2003-03-14
Cisco,Data Science,NGO,26,74.25,2004-08-20
Google,Database,,4,55,2001-09-16
Amazon,Data Science,NGO,29,66.75,2006-10-06
Google,Containers,NGO,,,2002-07-03
Cisco,Compute,,25,71,2016-08-25
IBM,Data Science,NGO,,51.5,2018-07-01
Amazon,Processor,,9,,2009-05-05
Cisco,Storage,,,,2015-09-07
Microsoft,Storage,Private,,59,2012-04-11
Google,Compute,Private,,77.25,2016-05-23
Microsoft,Authentication,Public,43,72,2013-07-22
Cisco,Compute,Public,13,,2018-06-02
Cisco,Database,Public,,67.25,2000-08-15
Microsoft,Database,Public,21,71.5,2001-06-18
Amazon,Authentication,Public,,72.75,2007-03-05
Amazon,Compute,NGO,,61,2005-05-06
Microsoft,Compute,Public,7,62.75,2004-04-14
Cisco,Storage,NGO,27,69.5,2004-06-09
Google,Processor,NGO,44,,2017-06-19
Microsoft,Containers,Private,,,2013-03-07
Cisco,Storage,NGO,,,2014-04-21
Cisco,Containers,NGO,45,57.75,2005-06-18
Amazon,Database,NGO,46,,2018-06-15
Google,Data Science,Private,48,,2002-11-04
Facebook,Data Science,,,56.75,2001-01-15
Microsoft,Containers,Private,33,,2016-09-04
Oracle,Storage,NGO,,,2019-07-06
Facebook,Compute,,,,2018-03-14
Google,Processor,NGO,,,2003-07-01
Facebook,Data Science,NGO,,,2002-06-20
Google,Compute,NGO,,68.5,2007-08-22
Oracle,Data Science,,43,66.5,2002-05-17
Oracle,Compute,Private,,,2009-09-26
Cisco,Storage,Public,,58.5,2004-06-20
Microsoft,Containers,,,,2016-02-22
Google,Data Science,NGO,,69.75,2006-06-16
Cisco,Database,NGO,31,51.75,2018-04-09
Cisco,Authentication,Public,11,55.5,2007-05-18
Facebook,Database,Public,12,50.25,2008-05-17
Cisco,Storage,,,75,2017-09-15
Amazon,Data Science,Private,30,,2018-08-05
IBM,Processor,Public,,,2012-09-18
Oracle,Database,,23,,2009-05-08
Facebook,Authentication,Private,,56.75,2019-06-08
Facebook,Data Science,,,,2001-11-15
IBM,Compute,Public,,51.75,2002-07-01
Microsoft,Storage,,,69.5,2018-05-01
Cisco,Database,Private,17,,2002-07-02
Facebook,Compute,Public,41,,2006-07-22
IBM,Storage,Public,,50.25,2008-03-20
IBM,Data Science,Public,45,53.75,2003-07-18
Google,Storage,Private,20,55.75,2017-07-13
Facebook,Containers,Private,22,68,2004-06-11
Oracle,Data Science,,26,,2004-06-15
Cisco,Processor,,23,78.5,2019-04-21
Oracle,Containers,Public,42,,2004-07-23
Amazon,Data Science,,,74.25,2015-05-22
Oracle,Compute,,33,62.5,2009-02-13
Google,Authentication,,38,,2006-04-10
Amazon,Database,Public,48,,2009-07-19
Oracle,Data Science,NGO,48,,2004-08-05
Facebook,Processor,NGO,,,2006-10-15
IBM,Database,Private,8,,2008-06-12
Oracle,Data Science,NGO,11,52,2014-08-16
Cisco,Compute,,,,2005-07-18
Cisco,Data Science,Public,,,2017-08-25
IBM,Storage,Private,40,,2018-05-23
Facebook,Database,Private,,58.75,2015-08-03
Cisco,Compute,Private,,70,2005-03-18
Oracle,Containers,Private,8,68,2009-04-08
Microsoft,Data Science,Private,,65.75,2000-06-12
Facebook,Database,Private,,,2018-06-23
Cisco,Processor,NGO,,53.25,2003-07-15
Microsoft,Storage,Private,,,2003-05-25
Cisco,Compute,NGO,44,65,2006-07-02
Microsoft,Data Science,NGO,9,51.75,2013-09-06
Amazon,Storage,NGO,,79.25,2016-06-12
Cisco,Database,Public,32,,2000-06-04
IBM,Storage,Private,36,,2013-06-10
Facebook,Data Science,Public,,,2013-11-02
Amazon,Processor,Private,,64.5,2016-06-26
Amazon,Data Science,,43,79.5,2009-12-19
Oracle,Authentication,Public,,58.75,2005-06-01
Amazon,Authentication,Private,12,,2013-07-02
Cisco,Compute,Private,43,,2001-06-19
Cisco,Containers,Private,,,2007-07-15
Google,Database,,26,55.25,2008-04-07
Microsoft,Database,,,,2018-03-05
Microsoft,Database,Private,36,54,2016-04-25
Google,Authentication,NGO,,,2012-06-26
Microsoft,Data Science,Public,,,2002-07-08
Facebook,Compute,Private,36,,2017-07-25
Google,Authentication,Public,,,2014-07-11
Amazon,Compute,Private,,57.75,2006-04-20
Facebook,Containers,NGO,35,,2002-07-13
Cisco,Database,Private,41,56.75,2000-05-11
Microsoft,Authentication,Private,48,,2003-06-18
Facebook,Database,,4,,2009-07-09
Facebook,Data Science,Public,42,77.5,2013-05-24
Amazon,Containers,Public,,,2017-11-11
Microsoft,Containers,Private,,,2001-09-15
Facebook,Compute,Public,43,58.75,2007-04-06
Oracle,Data Science,Public,,78,2004-05-17
Amazon,Containers,Public,22,,2005-07-25
IBM,Database,NGO,11,51.25,2007-05-24
IBM,Authentication,Public,34,74,2017-05-01
IBM,Database,Public,,,2011-05-06
IBM,Processor,Public,,57.5,2005-05-23
Amazon,Storage,NGO,,60.25,2006-03-19
Google,Containers,NGO,,,2009-02-05
Cisco,Database,,49,,2004-05-19
IBM,Compute,Private,,,2016-05-05
Google,Authentication,Public,,60.5,2010-07-05
Microsoft,Authentication,Public,,71,2006-08-09
IBM,Authentication,,6,,2010-06-04
Microsoft,Storage,NGO,1,,2001-05-18
Cisco,Data Science,,47,,2014-05-15
Microsoft,Authentication,,4,67.25,2000-08-01
Amazon,Authentication,Public,,67.25,2014-01-04
Oracle,Storage,,,77,2012-03-04
Oracle,Database,Public,,,2004-07-26
IBM,Storage,Private,44,,2017-06-13
IBM,Authentication,,41,,2002-06-19
Cisco,Storage,,46,,2017-01-15
Google,Containers,Private,,,2013-09-02
Cisco,Data Science,,,78.5,2001-06-25
Amazon,Authentication,Public,33,64.25,2014-05-26
IBM,Database,,40,73.5,2014-10-09
Facebook,Processor,Private,,,2005-01-13
IBM,Database,NGO,,65,2012-03-17
Microsoft,Containers,NGO,36,78.5,2017-06-15
IBM,Authentication,Public,,,2009-07-18
IBM,Authentication,NGO,12,,2000-04-19
Amazon,Data Science,,,71.5,2003-07-06
Oracle,Storage,NGO,24,50.25,2004-05-09
Microsoft,Storage,,46,72.75,2019-06-20
IBM,Data Science,Private,32,73.25,2006-07-20
Cisco,Processor,Private,23,,2004-06-12
Google,Data Science,NGO,32,,2008-06-16
Cisco,Compute,NGO,15,67.5,2011-06-06
IBM,Data Science,Public,44,59.75,2016-07-12
Microsoft,Database,,2,,2016-01-21
Google,Containers,NGO,,76.5,2016-07-22
Cisco,Compute,NGO,,,2018-09-15
IBM,Data Science,Public,21,,2005-06-20
Cisco,Authentication,Private,47,56.25,2015-05-07
Google,Database,NGO,35,61.5,2000-04-06
Cisco,Compute,Public,,56,2002-05-25
Facebook,Database,NGO,24,,2012-08-07
Cisco,Database,Private,24,64,2012-04-03
Google,Containers,,,54.75,2003-03-12
Google,Database,Public,,,2013-07-16
Cisco,Authentication,Private,37,66.75,2006-06-15
IBM,Database,Private,,,2005-08-19
Google,Storage,,23,,2012-06-22
Amazon,Processor,Public,16,,2016-08-11
Facebook,Authentication,Private,14,63.75,2018-06-17
Facebook,Containers,NGO,,,2009-05-26
Amazon,Authentication,NGO,,65.75,2017-07-09
Cisco,Containers,NGO,2,52.25,2002-06-23
Facebook,Containers,Public,,67.25,2002-05-10
Amazon,Database,NGO,,75,2016-03-16
Microsoft,Storage,NGO,7,,2015-07-03
IBM,Data Science,Public,43,,2014-06-12
IBM,Database,,,,2014-05-05
Cisco,Containers,NGO,0,,2011-06-07
Amazon,Data Science,NGO,,58,2017-10-04
IBM,Processor,Public,14,52.75,2017-07-04
Cisco,Containers,,,73.5,2013-08-15
Oracle,Authentication,Public,,50.5,2002-06-18
Amazon,Processor,Private,,76.25,2015-06-05
Microsoft,Containers,Public,,,2001-05-17
IBM,Containers,NGO,9,58.75,2014-05-14
Oracle,Database,NGO,14,64.5,2012-03-24
Facebook,Compute,Private,,57.75,2013-08-26
IBM,Authentication,Public,28,78.5,2002-11-01
Facebook,Authentication,NGO,17,,2002-06-15
Microsoft,Compute,Public,,,2001-07-13
Oracle,Storage,NGO,,51.5,2004-07-21
Oracle,Storage,Private,,,2018-03-19
Oracle,Storage,,35,54.25,2012-11-19
Microsoft,Containers,,,50.75,2005-05-15
Google,Containers,Public,46,,2015-06-18
Google,Database,NGO,,,2008-04-05
Cisco,Authentication,NGO,19,67.75,2009-09-17
Microsoft,Containers,Private,33,,2013-06-23
Microsoft,Compute,Private,,,2014-10-18
Oracle,Authentication,Public,38,78,2000-06-14
Facebook,Authentication,,14,76,2008-04-11
Amazon,Authentication,Public,33,52.25,2007-07-06
Microsoft,Processor,Public,13,50,2009-08-11
Amazon,Containers,NGO,20,65,2012-08-18
Amazon,Authentication,Private,,57.25,2009-10-13
Oracle,Processor,Public,47,,2012-07-15
Cisco,Database,NGO,14,54.5,2016-04-15
IBM,Authentication,NGO,,63,2014-07-03
Facebook,Compute,NGO,42,,2006-06-25
IBM,Data Science,Private,,80,2004-04-23
Facebook,Processor,Public,,,2013-07-19
Amazon,Data Science,Public,8,71.5,2012-08-03
Cisco,Data Science,Private,5,68,2000-02-17
Cisco,Containers,Private,33,,2006-04-06
Oracle,Containers,Private,2,,2017-07-14
Oracle,Data Science,,,74,2013-07-08
Amazon,Compute,,21,72,2007-04-04
Cisco,Compute,Public,,62.25,2002-07-08
IBM,Processor,,36,52.25,2006-08-21
IBM,Compute,Private,,,2010-03-05
Google,Database,,39,72.75,2019-06-02
Oracle,Compute,NGO,,,2012-08-17
Cisco,Data Science,Private,,,2012-08-16
Cisco,Processor,Private,28,59.75,2003-06-12
Cisco,Storage,,49,74.75,2017-09-25
Google,Authentication,,30,78,2019-10-09
Facebook,Storage,,,,2019-05-14
Facebook,Database,NGO,43,,2003-08-19
Amazon,Data Science,NGO,0,,2003-05-11
IBM,Database,Public,7,66.5,2008-06-13
Cisco,Database,,,,2005-04-10
Cisco,Data Science,Public,26,59.75,2009-04-05
IBM,Compute,NGO,29,,2019-06-25
IBM,Data Science,Public,50,66.5,2006-07-02
Amazon,Authentication,Public,,66.75,2005-08-04
Microsoft,Authentication,NGO,,72.5,2004-05-23
Oracle,Containers,Private,,51.75,2003-07-04
IBM,Storage,NGO,36,,2014-05-09
Facebook,Authentication,Private,1,77.5,2009-02-20
IBM,Database,Public,5,,2009-04-15
Amazon,Authentication,,,53.5,2018-09-19
Microsoft,Data Science,,,,2007-07-12
Amazon,Data Science,NGO,,,2012-04-25
Amazon,Database,,,57.25,2018-06-08
Microsoft,Database,Private,10,73.5,2007-06-18
Amazon,Processor,Private,39,75,2019-03-22
IBM,Database,NGO,,56.5,2004-11-03
IBM,Authentication,Private,17,,2018-06-03
IBM,Storage,NGO,30,,2013-09-18
Microsoft,Database,NGO,,,2005-08-02
Amazon,Database,NGO,,75.75,2007-06-16
Google,Containers,Public,41,,2019-09-11
Cisco,Authentication,NGO,4,,2013-04-20
Google,Database,NGO,,53.75,2005-07-06
Cisco,Authentication,,,56.75,2001-08-20
IBM,Processor,Public,,,2003-07-11
Google,Authentication,,,66.5,2010-06-25
Amazon,Processor,,34,62.75,2001-03-14
IBM,Containers,NGO,32,65.25,2005-08-07
Microsoft,Data Science,NGO,,75,2008-07-26
Amazon,Storage,Public,48,72,2008-07-02
Cisco,Data Science,,,72.75,2009-09-25
Oracle,Containers,NGO,,60.5,2003-05-01
Amazon,Data Science,Public,47,70.25,2004-08-08
Microsoft,Data Science,NGO,16,63.25,2010-07-02
Microsoft,Processor,,,,2014-04-03
Facebook,Containers,,32,,2011-04-15
Microsoft,Data Science,,44,52.5,2015-05-21
Cisco,Authentication,NGO,12,62,2011-05-04
Google,Compute,NGO,,,2004-09-08
Oracle,Processor,Private,,61.75,2008-06-06
Oracle,Data Science,Public,,,2011-06-06
Oracle,Data Science,Public,50,,2011-04-08
Microsoft,Authentication,NGO,,,2016-05-10
Microsoft,Processor,Private,42,54.25,2003-03-11
IBM,Storage,Public,35,63.5,2005-06-25
Microsoft,Containers,Public,5,69,2016-04-05
Google,Storage,NGO,,78.5,2016-08-22
Facebook,Processor,,,76.25,2005-04-14
IBM,Containers,Private,49,64.5,2017-06-12
Google,Database,Private,,,2017-09-09
Cisco,Storage,Private,,55.5,2019-06-16
Facebook,Data Science,,,70,2002-02-09
Microsoft,Database,NGO,,,2011-07-20
Google,Storage,Public,,52,2011-04-26
Oracle,Containers,Private,48,69,2011-08-12
Microsoft,Processor,NGO,,,2010-03-25
Oracle,Containers,Public,25,,2016-05-09
Amazon,Storage,,,72.5,2008-04-10
IBM,Compute,Private,45,64.5,2010-06-23
Cisco,Database,,19,76.5,2013-03-18
Oracle,Data Science,NGO,,,2005-06-20
Google,Database,Public,41,71,2019-06-08
Google,Database,,,,2010-02-19
Cisco,Containers,NGO,,64,2004-05-04
IBM,Storage,NGO,5,,2014-05-07
Microsoft,Storage,,13,58.5,2000-06-04
Google,Containers,,,52.75,2012-09-01
Cisco,Processor,Public,,51.5,2015-05-10
Oracle,Processor,Private,,77.5,2010-06-20
Cisco,Compute,NGO,13,52.25,2002-04-11
Oracle,Database,NGO,37,56.25,2005-10-01
Oracle,Containers,,,72.5,2016-07-25
Google,Processor,Private,,,2010-07-10
Oracle,Database,Public,24,,2001-05-15
Oracle,Compute,,,,2017-01-17
Facebook,Processor,Public,16,,2016-06-15
Cisco,Processor,NGO,15,75.5,2014-04-13
Facebook,Processor,NGO,10,72.25,2018-06-25
IBM,Compute,NGO,35,,2002-08-06
Cisco,Data Science,Private,37,52.25,2006-05-17
Oracle,Compute,,23,64.25,2009-04-24
Oracle,Compute,NGO,,,2005-03-14
Cisco,Data Science,,10,,2017-05-18
Oracle,Data Science,Private,9,,2006-02-01
Facebook,Processor,Private,,,2007-08-20
Cisco,Compute,NGO,,76.5,2019-05-15
Google,Containers,,,74,2011-04-04
IBM,Storage,Public,,,2013-07-19
Google,Authentication,Public,44,67.5,2000-06-14
Google,Authentication,Private,,,2001-07-26
Oracle,Compute,NGO,23,,2011-06-22
Facebook,Processor,Private,,54.75,2016-04-10
Cisco,Database,Public,,71.5,2009-08-01
Google,Containers,NGO,,57.5,2015-06-12
Google,Containers,Public,,72.75,2015-10-06
Cisco,Containers,Private,4,79.75,2018-07-17
IBM,Data Science,,47,,2003-05-10
IBM,Compute,NGO,9,50.75,2014-06-24
Facebook,Database,Private,,70.5,2000-07-01
Facebook,Database,Public,35,77.5,2019-05-07
Amazon,Containers,Public,,,2010-06-16
Facebook,Database,,2,,2002-09-26
Cisco,Storage,Public,,60.5,2005-07-05
Microsoft,Authentication,Private,43,60.5,2014-07-20
Oracle,Storage,,,,2018-09-11
IBM,Containers,,,,2009-02-11
Cisco,Containers,,43,57.25,2015-09-07
Oracle,Processor,Public,,65.75,2013-07-13
Google,Processor,Private,,75.5,2009-06-02
Oracle,Storage,,4,58,2001-06-15
Facebook,Processor,Public,0,,2010-08-18
Amazon,Compute,Private,,62.75,2016-05-16
Cisco,Compute,,33,,2009-05-15
Google,Compute,Private,37,73.25,2000-07-12
Microsoft,Data Science,,,53,2009-10-10
Microsoft,Database,,8,63.75,2015-06-10
IBM,Database,,6,,2006-02-08
Oracle,Data Science,NGO,46,71,2008-04-24
Microsoft,Processor,Private,,,2000-05-01
Microsoft,Containers,Private,,,2003-05-12
Cisco,Compute,Public,4,,2019-04-05
Google,Data Science,Private,6,78.5,2015-04-24
Oracle,Storage,NGO,,,2009-04-16
Cisco,Data Science,,16,,2009-03-10
Oracle,Storage,NGO,,79,2009-06-12
Amazon,Containers,NGO,15,65.5,2006-02-18
Facebook,Database,Private,,67.5,2014-07-08
Google,Data Science,Private,,61.75,2013-06-23
Microsoft,Database,Public,1,,2019-02-13
Microsoft,Storage,,,75.5,2005-06-26
Oracle,Containers,Private,29,,2003-07-15
Microsoft,Database,Public,,67.5,2008-07-24
Microsoft,Database,Private,,,2012-06-10
Oracle,Storage,,45,78.25,2018-05-19
Google,Data Science,Public,,,2017-06-25
IBM,Authentication,NGO,,70,2002-05-01
IBM,Data Science,Public,,,2013-06-19
Cisco,Containers,Private,,,2012-07-18
Microsoft,Containers,Public,,51.25,2014-07-21
Cisco,Database,Private,,53.75,2017-04-19
Microsoft,Database,,10,59.25,2004-05-07
Cisco,Processor,NGO,,64.75,2008-08-17
Oracle,Processor,NGO,,,2015-04-24
Cisco,Database,NGO,19,54.25,2002-06-17
Microsoft,Database,Private,,,2012-05-02
Amazon,Containers,Public,3,51,2012-07-22
Facebook,Authentication,Private,14,65.75,2010-08-17
Facebook,Data Science,NGO,3,60.5,2005-06-26
Microsoft,Database,NGO,24,,2003-07-05
Cisco,Database,Private,,,2019-06-08
Facebook,Compute,Private,32,52,2006-09-06
Oracle,Storage,Private,45,,2015-06-01
IBM,Data Science,Private,21,,2017-09-13
Amazon,Authentication,Private,30,,2000-06-12
Cisco,Storage,Public,15,52.75,2008-08-02
Oracle,Storage,Public,47,62,2011-07-23
Cisco,Authentication,NGO,26,66.25,2001-07-03
Google,Containers,Private,32,,2005-06-21
Facebook,Storage,Private,26,54.5,2005-07-07
Microsoft,Data Science,,,61,2001-09-25
Cisco,Processor,Public,27,78.5,2008-10-04
Cisco,Storage,NGO,42,,2009-08-22
Facebook,Database,NGO,,72,2010-07-07
Facebook,Storage,Private,48,54.75,2009-07-20
Google,Storage,NGO,,,2017-06-13
Microsoft,Storage,,12,,2007-02-11
IBM,Compute,Private,0,,2009-05-25
Oracle,Database,,32,,2012-03-15
Oracle,Authentication,Private,,62.75,2002-10-16
Oracle,Data Science,Public,8,,2001-07-17
Microsoft,Storage,Private,,,2000-03-07
Amazon,Data Science,NGO,27,74.75,2014-07-01
Oracle,Database,Private,49,,2019-09-01
Amazon,Authentication,,,72,2017-08-18
Cisco,Storage,NGO,35,62.75,2013-06-20
Microsoft,Authentication,,,,2019-07-23
Amazon,Data Science,NGO,16,,2008-08-11
IBM,Data Science,NGO,,54.25,2000-04-04
Google,Data Science,NGO,47,62.5,2011-09-12
Facebook,Containers,,10,53.5,2004-08-26
Cisco,Containers,Public,19,,2012-05-14
Google,Data Science,,5,,2002-08-15
Oracle,Data Science,,,51,2009-05-14
Amazon,Data Science,Public,43,55.75,2015-06-01
Cisco,Containers,Private,,,2010-07-10
Oracle,Processor,Private,46,60.75,2007-04-03
Facebook,Containers,NGO,,62.5,2016-06-11
Amazon,Authentication,Public,,,2019-04-08
Amazon,Processor,Private,25,53,2005-04-15
Cisco,Compute,Private,,64.25,2010-04-12
Amazon,Database,NGO,7,,2006-06-14
IBM,Authentication,,9,63.25,2003-04-20
Facebook,Data Science,Public,6,,2010-04-19
Facebook,Storage,,,61,2007-06-03
IBM,Containers,Public,37,,2009-08-15
Amazon,Compute,Public,6,51,2010-04-12
IBM,Containers,,,61.75,2008-07-23
Amazon,Compute,NGO,30,50,2000-04-05
Cisco,Authentication,,,54.5,2001-08-25
Google,Database,Private,23,79.5,2019-03-19
Microsoft,Processor,NGO,48,,2008-07-09
IBM,Data Science,Public,28,,2008-05-13
Facebook,Storage,NGO,,,2004-05-07
Oracle,Containers,NGO,41,,2010-03-26
Google,Containers,NGO,33,76.5,2004-10-15
Microsoft,Database,Private,,,2016-08-05
Facebook,Processor,Private,20,74.25,2000-05-25
Google,Processor,NGO,43,51.5,2004-05-20
Oracle,Data Science,NGO,10,70.75,2004-02-25
Amazon,Data Science,NGO,,,2002-04-19
Facebook,Database,Private,,55.25,2002-06-21
Amazon,Compute,NGO,,65.75,2000-05-26
Google,Compute,Private,9,61.75,2009-05-21
Microsoft,Containers,Private,,73.25,2014-06-25
Cisco,Containers,,28,71,2017-06-15
Microsoft,Storage,,,,2010-03-04
IBM,Containers,,34,,2005-05-13
Google,Processor,,32,,2002-09-04
Amazon,Compute,NGO,,,2012-07-02
Amazon,Compute,Public,,,2017-04-02
Oracle,Database,Private,,,2009-08-12
Google,Authentication,Private,,,2015-04-01
Cisco,Containers,NGO,,54,2006-02-17
Amazon,Authentication,Private,,50.25,2007-06-07
Microsoft,Storage,Public,37,74,2011-08-18
Cisco,Compute,Private,,,2016-05-12
Cisco,Processor,NGO,35,69.25,2010-07-15
Cisco,Compute,NGO,29,54.5,2006-08-12
Amazon,Authentication,Private,,,2001-07-04
Microsoft,Authentication,,29,56.75,2009-05-19
Cisco,Storage,Public,,,2013-05-20
Microsoft,Authentication,Public,,79.5,2011-05-05
Cisco,Compute,Private,,,2011-05-24
Facebook,Storage,Private,,74.75,2009-05-01
Cisco,Authentication,Private,1,53.5,2014-05-22
Cisco,Compute,NGO,25,51.25,2006-06-13
Cisco,Database,Private,,75.75,2010-05-25
Amazon,Storage,NGO,,,2012-08-03
Amazon,Processor,NGO,33,52.25,2002-05-20
Facebook,Database,Private,5,77.5,2011-06-23
Amazon,Authentication,NGO,3,,2016-03-06
Oracle,Authentication,,18,64.5,2009-05-19
IBM,Storage,Public,,64,2001-06-06
Google,Processor,Private,34,70,2015-07-04
Cisco,Data Science,NGO,5,,2004-03-11
Google,Processor,,,67.25,2008-05-04
IBM,Data Science,Private,,64.75,2000-08-13
Amazon,Authentication,NGO,,69.75,2018-03-04
Amazon,Storage,NGO,38,77.25,2004-04-07
Cisco,Compute,NGO,,62.5,2015-05-01
Cisco,Data Science,Public,44,,2016-04-08
Facebook,Authentication,NGO,35,79.5,2001-07-07
IBM,Database,Private,,,2005-05-22
IBM,Processor,Private,13,,2002-07-12
Amazon,Authentication,NGO,23,76.5,2017-04-17
Oracle,Processor,NGO,23,78,2004-08-24
Cisco,Authentication,NGO,11,54,2019-06-18
Microsoft,Containers,Private,11,,2012-08-15
Cisco,Containers,NGO,6,76.25,2016-07-11
Microsoft,Authentication,Public,,,2002-05-12
Oracle,Data Science,Private,26,74.75,2000-08-16
Facebook,Compute,NGO,44,76.75,2008-06-08
Cisco,Storage,Public,,51,2011-06-16
Oracle,Data Science,Public,27,62,2018-06-10
Google,Containers,NGO,,,2005-10-12
Cisco,Database,,,59,2009-09-22
Facebook,Storage,NGO,30,67.75,2000-07-03
IBM,Compute,Private,47,,2002-07-04
IBM,Storage,Public,,,2009-07-13
Cisco,Data Science,Public,,,2018-06-01
Facebook,Authentication,NGO,,80,2000-08-23
Facebook,Containers,Public,13,,2016-07-02
